,country,subnational1,lat,lon,umd_tree_cover_density_2000__threshold,gfw_forest_carbon_gross_removals__Mg_CO2_yr-1,gfw_forest_carbon_net_flux__Mg_CO2e_yr-1,umd_tree_cover_extent_2000__ha
673,Bolivia,Chuquisaca,-19.0477251,-65.2594306,50,5410663,-4050729,1743588
674,Bolivia,Chuquisaca,-19.0477251,-65.2594306,75,3154013,-2086892,1156450
675,Bolivia,Cochabamba,-17.4012458,-66.1675681,30,6100780,588904,2752663
676,Bolivia,Cochabamba,-17.4012458,-66.1675681,50,5551486,1092856,2639854
677,Bolivia,Cochabamba,-17.4012458,-66.1675681,75,4777492,1703354,2465946
678,Bolivia,La Paz,-16.4955455,-68.1336229,30,15274899,-6915372,7137111
679,Bolivia,La Paz,-16.4955455,-68.1336229,50,14371322,-6094615,6941324
680,Bolivia,La Paz,-16.4955455,-68.1336229,75,12941534,-4944507,6601001
681,Bolivia,La Paz,-16.4955455,-68.1336229,30,227180,-174571,44016
682,Bolivia,La Paz,-16.4955455,-68.1336229,50,203300,-153892,38640
683,Bolivia,La Paz,-16.4955455,-68.1336229,75,142991,-111888,23701
684,Bolivia,La Paz,-16.4955455,-68.1336229,30,848015,-604479,153083
685,Bolivia,La Paz,-16.4955455,-68.1336229,50,672569,-446720,121319
686,Bolivia,La Paz,-16.4955455,-68.1336229,75,427953,-248502,78144
687,Bolivia,Oruro,-18.666667,-67.666667,30,1385,-1346,243
688,Bolivia,Oruro,-18.666667,-67.666667,50,635,-607,97
689,Bolivia,Oruro,-18.666667,-67.666667,75,264,-242,24
690,Bolivia,Pando,-11.183333,-67.183333,30,13894396,-6430887,6220250
691,Bolivia,Pando,-11.183333,-67.183333,50,13807385,-6365721,6203100
692,Bolivia,Pando,-11.183333,-67.183333,75,13629401,-6258208,6166152
